antecedent,consequent,support,confidence,lift,itemset_size,min_support,min_confidence,min_lift,parameter_set,rule_id
yogurt;tropical fruit,whole milk,0.0148,0.4951,1.9032,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000213
whole milk;tropical fruit,yogurt,0.0148,0.3505,2.4825,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000214
yogurt;soda,whole milk,0.0109,0.3807,1.4633,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000215
yogurt;whipped/sour cream,whole milk,0.011,0.5352,2.0572,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000216
whole milk;whipped/sour cream,yogurt,0.011,0.3408,2.4137,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000217
other vegetables;margarine,whole milk,0.0107,0.5211,2.003,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000218
margarine;whole milk,other vegetables,0.0107,0.4157,2.1583,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000219
other vegetables;butter,whole milk,0.0121,0.5724,2.2002,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000220
whole milk;butter,other vegetables,0.0121,0.4301,2.2326,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000221
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000222
yogurt;whole milk,other vegetables,0.0225,0.3964,2.058,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000223
other vegetables;tropical fruit,whole milk,0.016,0.4545,1.7471,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000224
whole milk;tropical fruit,other vegetables,0.016,0.378,1.9624,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000225
yogurt;tropical fruit,other vegetables,0.0118,0.3932,2.0413,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000226
other vegetables;tropical fruit,yogurt,0.0118,0.3347,2.3705,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000227
yogurt;rolls/buns,other vegetables,0.0107,0.3071,1.5941,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000228
other vegetables;pork,whole milk,0.01,0.4894,1.8809,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000229
whole milk;pork,other vegetables,0.01,0.4452,2.3111,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000230
other vegetables;soda,whole milk,0.0148,0.4435,1.7046,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000231
whole milk;soda,other vegetables,0.0148,0.3579,1.858,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000232
other vegetables;tropical fruit,root vegetables,0.0113,0.3223,2.9903,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000233
root vegetables;tropical fruit,other vegetables,0.0113,0.5493,2.8517,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000234
other vegetables;whole milk,root vegetables,0.0228,0.3031,2.8119,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000235
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000236
whole milk;root vegetables,other vegetables,0.0228,0.4659,2.4186,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000237
root vegetables;tropical fruit,whole milk,0.0113,0.5493,2.1113,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000238
root vegetables;rolls/buns,whole milk,0.0137,0.5562,2.1379,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000239
yogurt;curd,whole milk,0.01,0.5798,2.2287,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000240
whole milk;curd,yogurt,0.01,0.3791,2.685,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000241
other vegetables;whipped/sour cream,whole milk,0.0138,0.5053,1.9423,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000242
whole milk;whipped/sour cream,other vegetables,0.0138,0.426,2.2116,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000243
other vegetables;domestic eggs,whole milk,0.0122,0.5283,2.0306,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000244
whole milk;domestic eggs,other vegetables,0.0122,0.4221,2.1914,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000245
yogurt;root vegetables,other vegetables,0.0116,0.4624,2.4007,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000246
other vegetables;pip fruit,whole milk,0.0122,0.4941,1.8992,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000247
whole milk;pip fruit,other vegetables,0.0122,0.4221,2.1914,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000248
other vegetables;frozen vegetables,whole milk,0.0103,0.5917,2.2742,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000249
frozen vegetables;whole milk,other vegetables,0.0103,0.4641,2.4092,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000250
yogurt;bottled water,whole milk,0.01,0.4259,1.6371,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000251
root vegetables;rolls/buns,other vegetables,0.0122,0.497,2.5804,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000252
other vegetables;citrus fruit,whole milk,0.0131,0.4523,1.7383,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000253
whole milk;citrus fruit,other vegetables,0.0131,0.4091,2.1238,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000254
other vegetables;pastry,whole milk,0.0113,0.4906,1.8856,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000255
whole milk;pastry,other vegetables,0.0113,0.3237,1.6803,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000256
other vegetables;sausage,whole milk,0.011,0.4064,1.5621,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000257
whole milk;sausage,other vegetables,0.011,0.3439,1.7853,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000258
yogurt;citrus fruit,whole milk,0.0106,0.474,1.822,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000259
whole milk;citrus fruit,yogurt,0.0106,0.3318,2.35,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000260
whole milk;sausage,rolls/buns,0.0102,0.3167,1.7075,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000261
sausage;rolls/buns,whole milk,0.0102,0.3349,1.2874,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000262
soda;sausage,rolls/buns,0.0102,0.4094,2.2067,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000263
sausage;rolls/buns,soda,0.0102,0.3349,1.9071,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000264
other vegetables;curd,whole milk,0.0103,0.6174,2.373,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000265
whole milk;curd,other vegetables,0.0103,0.3901,2.0253,3,0.01,0.3,1.0,s0.01_c0.3_l1.0,apriori_all_000266
brown bread,whole milk,0.0263,0.4058,1.5599,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000267
frozen meals,whole milk,0.0106,0.3668,1.41,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000268
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000269
citrus fruit,whole milk,0.032,0.3741,1.4381,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000270
white bread,other vegetables,0.0139,0.3221,1.6724,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000271
other vegetables,whole milk,0.0752,0.3906,1.5015,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000272
white bread,whole milk,0.0167,0.3859,1.4833,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000273
onions,other vegetables,0.0129,0.4428,2.2987,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000274
margarine,other vegetables,0.0206,0.3389,1.7594,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000275
oil,whole milk,0.0105,0.3892,1.4959,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000276
meat,whole milk,0.0112,0.4254,1.6351,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000277
frankfurter,rolls/buns,0.0196,0.3285,1.7707,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000278
beef,other vegetables,0.0189,0.3662,1.9011,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000279
long life bakery product,whole milk,0.0137,0.3658,1.4059,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000280
newspapers,whole milk,0.0289,0.3625,1.3932,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000281
bottled water,whole milk,0.0349,0.3141,1.2074,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000282
sugar,other vegetables,0.0106,0.3188,1.6549,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000283
sugar,whole milk,0.0148,0.4454,1.712,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000284
coffee,whole milk,0.0195,0.3427,1.3173,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000285
fruit/vegetable juice,whole milk,0.028,0.3697,1.4211,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000286
pork,whole milk,0.0225,0.4036,1.5515,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000287
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000288
berries,whole milk,0.0122,0.3574,1.3739,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000289
pip fruit,whole milk,0.0289,0.3933,1.5116,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000290
sausage,whole milk,0.0321,0.3405,1.3089,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000291
butter,whole milk,0.028,0.5052,1.942,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000292
chicken,other vegetables,0.0177,0.4207,2.184,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000293
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000294
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000295
margarine,whole milk,0.0259,0.4248,1.6329,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000296
domestic eggs,whole milk,0.0289,0.4523,1.7384,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000297
napkins,whole milk,0.0195,0.384,1.4758,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000298
pastry,whole milk,0.035,0.3887,1.4941,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000299
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000300
cream cheese,whole milk,0.0161,0.4173,1.6039,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000301
sausage,rolls/buns,0.0304,0.322,1.736,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000302
berries,yogurt,0.0115,0.3362,2.3809,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000303
frankfurter,whole milk,0.0209,0.3504,1.3467,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000304
dessert,whole milk,0.0135,0.3591,1.3802,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000305
yogurt,other vegetables,0.0433,0.3066,1.5916,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000306
ham,whole milk,0.0119,0.4432,1.7037,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000307
berries,other vegetables,0.0107,0.3149,1.6348,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000308
butter,other vegetables,0.0211,0.3796,1.9706,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000309
beef,whole milk,0.0221,0.4282,1.6457,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000310
tropical fruit,other vegetables,0.0352,0.3338,1.7329,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000311
pork,other vegetables,0.0205,0.3672,1.9063,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000312
hamburger meat,other vegetables,0.0138,0.4025,2.0898,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000313
cream cheese,other vegetables,0.0125,0.3233,1.6785,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000314
curd,whole milk,0.0264,0.4919,1.8907,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000315
curd,yogurt,0.0173,0.3216,2.2778,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000316
cream cheese,yogurt,0.0122,0.3158,2.2365,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000317
waffles,whole milk,0.0137,0.3481,1.3382,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000318
onions,whole milk,0.0115,0.393,1.5107,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000319
pip fruit,other vegetables,0.0247,0.336,1.7442,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000320
frozen vegetables,whole milk,0.0222,0.465,1.7875,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000321
domestic eggs,other vegetables,0.0231,0.3614,1.876,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000322
chicken,whole milk,0.0179,0.4241,1.6302,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000323
whipped/sour cream,other vegetables,0.0273,0.3868,2.0083,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000324
frozen vegetables,other vegetables,0.0174,0.3647,1.8936,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000325
hard cheese,whole milk,0.0105,0.4186,1.609,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000326
citrus fruit,other vegetables,0.0289,0.3384,1.757,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000327
sliced cheese,whole milk,0.0115,0.4731,1.8183,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000328
chocolate,whole milk,0.0182,0.3561,1.3688,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000329
hygiene articles,whole milk,0.0131,0.3782,1.4535,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000330
hamburger meat,whole milk,0.0154,0.4492,1.7264,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000331
butter milk,other vegetables,0.0103,0.3757,1.9503,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000332
butter milk,whole milk,0.0122,0.4444,1.7083,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000333
beef,root vegetables,0.0171,0.3324,3.0838,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000334
curd,other vegetables,0.0167,0.3108,1.6136,2,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000335
tropical fruit;rolls/buns,whole milk,0.0112,0.4451,1.7108,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000336
other vegetables;bottled water,whole milk,0.0107,0.4302,1.6537,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000337
whole milk;bottled water,other vegetables,0.0107,0.3083,1.6007,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000338
other vegetables;fruit/vegetable juice,whole milk,0.0113,0.5166,1.9855,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000339
whole milk;fruit/vegetable juice,other vegetables,0.0113,0.4041,2.0981,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000340
other vegetables;rolls/buns,whole milk,0.0176,0.4246,1.6319,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000341
whole milk;rolls/buns,other vegetables,0.0176,0.3087,1.6025,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000342
yogurt;rolls/buns,whole milk,0.0157,0.4481,1.7225,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000343
yogurt;root vegetables,whole milk,0.0139,0.5549,2.1329,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000344
yogurt;tropical fruit,whole milk,0.0148,0.4951,1.9032,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000345
whole milk;tropical fruit,yogurt,0.0148,0.3505,2.4825,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000346
yogurt;soda,whole milk,0.0109,0.3807,1.4633,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000347
yogurt;whipped/sour cream,whole milk,0.011,0.5352,2.0572,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000348
whole milk;whipped/sour cream,yogurt,0.011,0.3408,2.4137,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000349
other vegetables;margarine,whole milk,0.0107,0.5211,2.003,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000350
margarine;whole milk,other vegetables,0.0107,0.4157,2.1583,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000351
other vegetables;butter,whole milk,0.0121,0.5724,2.2002,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000352
whole milk;butter,other vegetables,0.0121,0.4301,2.2326,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000353
other vegetables;yogurt,whole milk,0.0225,0.5201,1.9992,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000354
yogurt;whole milk,other vegetables,0.0225,0.3964,2.058,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000355
other vegetables;tropical fruit,whole milk,0.016,0.4545,1.7471,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000356
whole milk;tropical fruit,other vegetables,0.016,0.378,1.9624,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000357
yogurt;tropical fruit,other vegetables,0.0118,0.3932,2.0413,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000358
other vegetables;tropical fruit,yogurt,0.0118,0.3347,2.3705,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000359
yogurt;rolls/buns,other vegetables,0.0107,0.3071,1.5941,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000360
other vegetables;pork,whole milk,0.01,0.4894,1.8809,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000361
whole milk;pork,other vegetables,0.01,0.4452,2.3111,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000362
other vegetables;soda,whole milk,0.0148,0.4435,1.7046,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000363
whole milk;soda,other vegetables,0.0148,0.3579,1.858,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000364
other vegetables;tropical fruit,root vegetables,0.0113,0.3223,2.9903,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000365
root vegetables;tropical fruit,other vegetables,0.0113,0.5493,2.8517,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000366
other vegetables;whole milk,root vegetables,0.0228,0.3031,2.8119,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000367
other vegetables;root vegetables,whole milk,0.0228,0.5032,1.9342,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000368
whole milk;root vegetables,other vegetables,0.0228,0.4659,2.4186,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000369
root vegetables;tropical fruit,whole milk,0.0113,0.5493,2.1113,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000370
root vegetables;rolls/buns,whole milk,0.0137,0.5562,2.1379,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000371
yogurt;curd,whole milk,0.01,0.5798,2.2287,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000372
whole milk;curd,yogurt,0.01,0.3791,2.685,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000373
other vegetables;whipped/sour cream,whole milk,0.0138,0.5053,1.9423,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000374
whole milk;whipped/sour cream,other vegetables,0.0138,0.426,2.2116,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000375
other vegetables;domestic eggs,whole milk,0.0122,0.5283,2.0306,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000376
whole milk;domestic eggs,other vegetables,0.0122,0.4221,2.1914,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000377
yogurt;root vegetables,other vegetables,0.0116,0.4624,2.4007,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000378
other vegetables;pip fruit,whole milk,0.0122,0.4941,1.8992,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000379
whole milk;pip fruit,other vegetables,0.0122,0.4221,2.1914,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000380
other vegetables;frozen vegetables,whole milk,0.0103,0.5917,2.2742,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000381
frozen vegetables;whole milk,other vegetables,0.0103,0.4641,2.4092,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000382
yogurt;bottled water,whole milk,0.01,0.4259,1.6371,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000383
root vegetables;rolls/buns,other vegetables,0.0122,0.497,2.5804,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000384
other vegetables;citrus fruit,whole milk,0.0131,0.4523,1.7383,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000385
whole milk;citrus fruit,other vegetables,0.0131,0.4091,2.1238,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000386
other vegetables;pastry,whole milk,0.0113,0.4906,1.8856,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000387
whole milk;pastry,other vegetables,0.0113,0.3237,1.6803,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000388
other vegetables;sausage,whole milk,0.011,0.4064,1.5621,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000389
whole milk;sausage,other vegetables,0.011,0.3439,1.7853,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000390
yogurt;citrus fruit,whole milk,0.0106,0.474,1.822,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000391
whole milk;citrus fruit,yogurt,0.0106,0.3318,2.35,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000392
whole milk;sausage,rolls/buns,0.0102,0.3167,1.7075,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000393
sausage;rolls/buns,whole milk,0.0102,0.3349,1.2874,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000394
soda;sausage,rolls/buns,0.0102,0.4094,2.2067,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000395
sausage;rolls/buns,soda,0.0102,0.3349,1.9071,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000396
other vegetables;curd,whole milk,0.0103,0.6174,2.373,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000397
whole milk;curd,other vegetables,0.0103,0.3901,2.0253,3,0.01,0.3,1.2,s0.01_c0.3_l1.2,apriori_all_000398
brown bread,whole milk,0.0263,0.4058,1.5599,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000399
tropical fruit,whole milk,0.0423,0.4014,1.5428,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000400
white bread,other vegetables,0.0139,0.3221,1.6724,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000401
other vegetables,whole milk,0.0752,0.3906,1.5015,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000402
onions,other vegetables,0.0129,0.4428,2.2987,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000403
margarine,other vegetables,0.0206,0.3389,1.7594,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000404
meat,whole milk,0.0112,0.4254,1.6351,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000405
frankfurter,rolls/buns,0.0196,0.3285,1.7707,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000406
beef,other vegetables,0.0189,0.3662,1.9011,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000407
sugar,other vegetables,0.0106,0.3188,1.6549,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000408
sugar,whole milk,0.0148,0.4454,1.712,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000409
pork,whole milk,0.0225,0.4036,1.5515,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000410
yogurt,whole milk,0.0568,0.4023,1.5462,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000411
pip fruit,whole milk,0.0289,0.3933,1.5116,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000412
butter,whole milk,0.028,0.5052,1.942,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000413
chicken,other vegetables,0.0177,0.4207,2.184,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000414
root vegetables,other vegetables,0.0453,0.4205,2.183,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000415
root vegetables,whole milk,0.049,0.4542,1.7457,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000416
margarine,whole milk,0.0259,0.4248,1.6329,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000417
domestic eggs,whole milk,0.0289,0.4523,1.7384,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000418
whipped/sour cream,whole milk,0.0324,0.4588,1.7637,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000419
cream cheese,whole milk,0.0161,0.4173,1.6039,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000420
sausage,rolls/buns,0.0304,0.322,1.736,2,0.01,0.3,1.5,s0.01_c0.3_l1.5,apriori_all_000421
